"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,293243,11476,1557,280210,0.0391,0.0053,0.9555
"[70,75)",0,199529,58778,31129,109622,0.2945,0.156,0.5494
"[70,75)",1,241576,73016,40628,127932,0.3022,0.1681,0.5295
"[55,60)",1,373059,51663,14394,307002,0.1384,0.0385,0.8229
"[65,70)",0,271331,61558,24858,184915,0.2268,0.0916,0.6815
"[55,60)",0,339385,39041,10155,290189,0.115,0.0299,0.855
"[65,70)",1,306921,74154,31927,200840,0.2416,0.104,0.6543
"[80,100]",0,190321,63611,77115,49595,0.3342,0.4051,0.2605
"[45,50)",1,325825,28667,5434,291724,0.0879,0.0166,0.8953
"[50,55)",1,349735,39069,8883,301783,0.1117,0.0253,0.8628
"[45,50)",0,297448,17209,2990,277249,0.0578,0.01,0.932
"[40,45)",1,317418,20614,2980,293824,0.0649,0.0093,0.9256
"[50,55)",0,319416,26523,5544,287349,0.083,0.0173,0.8996
"[60,65)",0,333642,51462,15671,266509,0.1542,0.0469,0.7987
"[60,65)",1,372284,64065,20908,287311,0.172,0.0561,0.7717
"[75,80)",0,150268,50686,36793,62789,0.3373,0.2448,0.4178
"[75,80)",1,184880,62139,45981,76760,0.3361,0.2487,0.4151
"[80,100]",1,293164,96990,121653,74521,0.3308,0.4149,0.2541
